time,damage,slash,heat,electricity,toxin,gas
21.6,,,,,,
21.6167,,,,,,
21.6333,,,,,,
21.65,,,,,,
21.6667,,,,,,
21.6833,,,,,,
21.7,,,,,,
21.7167,,,,,,
21.7333,,,,,,
21.75,,,,,,
21.7667,,,,,,
21.7833,,,,,,
21.8,,,,,,
21.8167,,,,,,
21.8333,,,,,,
21.85,,,,,,
21.8667,,,,,,
21.8833,,,,,,
21.9,,,,,,
21.9167,,,,,,
21.9333,,,,,,
21.95,,,,,,
21.9667,,,,,,
21.9833,,,,,,
22,,,,,,
22.0167,,,,,,
22.0333,,,,,,
22.05,,,,,,
22.0667,,,,,,
22.0833,26364,,,,,
22.1,,,,,,
22.1167,,,,,,
22.1333,,,,,,
22.15,,,,,,
22.1667,,,,,,
22.1833,,,,,,
22.2,,,,,,
22.2167,,,,,,
22.2333,,,,,,
22.25,,,,,,
22.2667,,,,,,
22.2833,,,,,,
22.3,,,,,,
22.3167,,,,,,
22.3333,,,,,,
22.35,,,,,,
22.3667,,46864.4,,,,
22.3833,,,,,,
22.4,,,,,,
22.4167,,,,,,
22.4333,,,,,,
22.45,,,,,,
22.4667,,,,,,
22.4833,,,,,,
22.5,,,,,,
22.5167,,,,,,
22.5333,,,,,,
22.55,,,,,,
22.5667,,,,,,
22.5833,,,,,,
22.6,,,,,,
22.6167,,,,,,
22.6333,,,,,,
22.65,,,,,,
22.6667,,,,,,
22.6833,,,,,,
22.7,,,,,,
22.7167,,,,,,
22.7333,,,,,,
22.75,,,,,,
22.7667,,,,,,
22.7833,,,,,,
22.8,,,,,,
22.8167,,,,,,
22.8333,,,,,,
22.85,,,,,,
22.8667,,,,,,
22.8833,,,,,,
22.9,,,,,,
22.9167,,,,,,
22.9333,,,,,,
22.95,,,,,,
22.9667,,,,,,
22.9833,,,,,,
23,,,,,,
23.0167,,,,,,
23.0333,25777,,,,,
23.05,,,,,,
23.0667,,,,,,
23.0833,,,,,,
23.1,,,,,,
23.1167,,,,,,
23.1333,,,,,,
23.15,,,,,,
23.1667,,,,,,
23.1833,,,,,,
23.2,,,,,,
23.2167,,,,,,
23.2333,,,,,,
23.25,,,,,,
23.2667,,,,,,
23.2833,,,,,,
23.3,,,,,,
23.3167,,,,,,
23.3333,,,,,,
23.35,,,,,,
23.3667,,,,,,
23.3833,,43461.5,,,,
23.4,,,,,,
23.4167,,,,,,
23.4333,,,,,,
23.45,,,,,,
23.4667,,,,,,
23.4833,,,,,,
23.5,,,,,,
23.5167,,,,,,
23.5333,,,,,,
23.55,,,,,,
23.5667,,,,,,
23.5833,,,,,,
23.6,,,,,,
23.6167,,,,,,
23.6333,,,,,,
23.65,,,,,,
23.6667,,,,,,
23.6833,,,,,,
23.7,,,,,,
23.7167,,,,,,
23.7333,,,,,,
23.75,,,,,,
23.7667,,,,,,
23.7833,,,,,,
23.8,,,,,,
23.8167,,,,,,
23.8333,,,,,,
23.85,,,,,,
23.8667,,,,,,
23.8833,,,,,,
23.9,,,,,,
23.9167,,,,,,
23.9333,,,,,,
23.95,,,,,,
23.9667,,,,,,
23.9833,,,,,,
24,28426.8,,,,,
24.0167,,,,,,
24.0333,,,,,,
24.05,,,,,,
24.0667,,,,,,
24.0833,,,,,,
24.1,,,,,,
24.1167,,,,,,
24.1333,,,,,,
24.15,,,,,,
24.1667,,,,,,
24.1833,,,,,,
24.2,,,,,,
24.2167,,,,,,
24.2333,,,,,,
24.25,,,,,,
24.2667,,,,,,
24.2833,,,,,,
24.3,,,,,,
24.3167,,,,,,
24.3333,,,,,,
24.35,,,,,,
24.3667,,,,,,
24.3833,,,,,,
24.4,,44260.4,,,,
24.4167,,,,,,
24.4333,,,,,,
24.45,,,,,,
24.4667,,,,,,
24.4833,,,,,,
24.5,,,,,,
24.5167,,,,,,
24.5333,,,,,,
24.55,,,,,,
24.5667,,,,,,
24.5833,,,,,,
24.6,,,,,,
24.6167,,,,,,
24.6333,,,,,,
24.65,,,,,,
24.6667,,,,,,
24.6833,,,,,,
24.7,,,,,,
24.7167,,,,,,
24.7333,,,,,,
24.75,,,,,,
24.7667,,,,,,
24.7833,,,,,,
24.8,,,,,,
24.8167,,,,,,
24.8333,,,,,,
24.85,,,,,,
24.8667,,,,,,
24.8833,,,,,,
24.9,,,,,,
24.9167,,,,,,
24.9333,,,,,,
24.95,,,,,,
24.9667,23811.2,,,,,
24.9833,,,,,,
25,,,,,,
25.0167,,,,,,
25.0333,,,,,,
25.05,,,,,,
25.0667,,,,,,
25.0833,,,,,,
25.1,,,,,,
25.1167,,,,,,
25.1333,,,,,,
25.15,,,,,,
25.1667,,,,,,
25.1833,,,,,,
25.2,,,,,,
25.2167,,,,,,
25.2333,,,,,,
25.25,,,,,,
25.2667,,,,,,
25.2833,,,,,,
25.3,,,,,,
25.3167,,,,,,
25.3333,,,,,,
25.35,,,,,,
25.3667,,,,,,
25.3833,,,,,,
25.4,,,,,,
25.4167,,41751.3,,,,
25.4333,,,,,,
25.45,,,,,,
25.4667,,,,,,
25.4833,,,,,,
25.5,,,,,,
25.5167,,,,,,
25.5333,,,,,,
25.55,,,,,,
25.5667,,,,,,
25.5833,,,,,,
25.6,,,,,,
25.6167,,,,,,
25.6333,,,,,,
25.65,,,,,,
25.6667,,,,,,
25.6833,,,,,,
25.7,,,,,,
25.7167,,,,,,
25.7333,,,,,,
25.75,,,,,,
25.7667,,,,,,
25.7833,,,,,,
25.8,,,,,,
25.8167,,,,,,
25.8333,,,,,,
25.85,,,,,,
25.8667,,,,,,
25.8833,,,,,,
25.9,,,,,,
25.9167,26920.8,,,,,
25.9333,,,,,,
25.95,,,,,,
25.9667,,,,,,
25.9833,,,,,,
26,,,,,,
26.0167,,,,,,
26.0333,,,,,,
26.05,,,,,,
26.0667,,,,,,
26.0833,,,,,,
26.1,,,,,,
26.1167,,,,,,
26.1333,,,,,,
26.15,,,,,,
26.1667,,,,,,
26.1833,,,,,,
26.2,,,,,,
26.2167,,,,,,
26.2333,,,,,,
26.25,,,,,,
26.2667,,,,,,
26.2833,,,,,,
26.3,,,,,,
26.3167,,,,,,
26.3333,,,,,,
26.35,,,,,,
26.3667,,,,,,
26.3833,,,,,,
26.4,,,,,,
26.4167,,,,,,
26.4333,,47959.6,,,,
26.45,,,,,,
26.4667,,,,,,
26.4833,,,,,,
26.5,,,,,,
26.5167,,,,,,
26.5333,,,,,,
26.55,,,,,,
26.5667,,,,,,
26.5833,,,,,,
26.6,,,,,,
26.6167,,,,,,
26.6333,,,,,,
26.65,,,,,,
26.6667,,,,,,
26.6833,,,,,,
26.7,,,,,,
26.7167,,,,,,
26.7333,,,,,,
26.75,,,,,,
26.7667,,,,,,
26.7833,,,,,,
26.8,,,,,,
26.8167,,,,,,
26.8333,,,,,,
26.85,,,,,,
26.8667,,,,,,
26.8833,26920.8,,,,,
26.9,,,,,,
26.9167,,,,,,
26.9333,,,,,,
26.95,,,,,,
26.9667,,,,,,
26.9833,,,,,,
27,,,,,,
27.0167,,,,,,
27.0333,,,,,,
27.05,,,,,,
27.0667,,,,,,
27.0833,,,,,,
27.1,,,,,,
27.1167,,,,,,
27.1333,,,,,,
27.15,,,,,,
27.1667,,,,,,
27.1833,,,,,,
27.2,,,,,,
27.2167,,,,,,
27.2333,,,,,,
27.25,,,,,,
27.2667,,,,,,
27.2833,,,,,,
27.3,,,,,,
27.3167,,,,,,
27.3333,,,,,,
27.35,,,,,,
27.3667,,,,,,
27.3833,,,,,,
27.4,,,,,,
27.4167,,,,,,
27.4333,,,,,,
27.45,,46925.6,,,,
27.4667,,,,,,
27.4833,,,,,,
27.5,,,,,,
27.5167,,,,,,
27.5333,,,,,,
27.55,,,,,,
27.5667,,,,,,
27.5833,,,,,,
27.6,,,,,,
27.6167,,,,,,
27.6333,,,,,,
27.65,,,,,,
27.6667,,,,,,
27.6833,,,,,,
27.7,,,,,,
27.7167,,,,,,
27.7333,,,,,,
27.75,,,,,,
27.7667,,,,,,
27.7833,,,,,,
27.8,,,,,,
27.8167,,,,,,
27.8333,27449.1,,,,,
27.85,,,,,,
27.8667,,,,,,
27.8833,,,,,,
27.9,,,,,,
27.9167,,,,,,
27.9333,,,,,,
27.95,,,,,,
27.9667,,,,,,
27.9833,,,,,,
28,,,,,,
28.0167,,,,,,
28.0333,,,,,,
28.05,,,,,,
28.0667,,,,,,
28.0833,,,,,,
28.1,,,,,,
28.1167,,,,,,
28.1333,,,,,,
28.15,,,,,,
28.1667,,,,,,
28.1833,,,,,,
28.2,,,,,,
28.2167,,,,,,
28.2333,,,,,,
28.25,,,,,,
28.2667,,,,,,
28.2833,,,,,,
28.3,,,,,,
28.3167,,,,,,
28.3333,,,,,,
28.35,,,,,,
28.3667,,,,,,
28.3833,,,,,,
28.4,,,,,,
28.4167,,,,,,
28.4333,,,,,,
28.45,,,,,,
28.4667,,48906,,,,
28.4833,,,,,,
28.5,,,,,,
28.5167,,,,,,
28.5333,,,,,,
28.55,,,,,,
28.5667,,,,,,
28.5833,,,,,,
28.6,,,,,,
28.6167,,,,,,
28.6333,,,,,,
28.65,,,,,,
28.6667,,,,,,
28.6833,,,,,,
28.7,,,,,,
28.7167,,,,,,
28.7333,,,,,,
28.75,,,,,,
28.7667,,,,,,
28.7833,,,,,,
28.8,27950.6,,,,,
28.8167,,,,,,
28.8333,,,,,,
28.85,,,,,,
28.8667,,,,,,
28.8833,,,,,,
28.9,,,,,,
28.9167,,,,,,
28.9333,,,,,,
28.95,,,,,,
28.9667,,,,,,
28.9833,,,,,,
29,,,,,,
29.0167,,,,,,
29.0333,,,,,,
29.05,,,,,,
29.0667,,,,,,
29.0833,,,,,,
29.1,,,,,,
29.1167,,,,,,
29.1333,,,,,,
29.15,,,,,,
29.1667,,,,,,
29.1833,,,,,,
29.2,,,,,,
29.2167,,,,,,
29.2333,,,,,,
29.25,,,,,,
29.2667,,,,,,
29.2833,,,,,,
29.3,,,,,,
29.3167,,,,,,
29.3333,,,,,,
29.35,,,,,,
29.3667,,,,,,
29.3833,,,,,,
29.4,,,,,,
29.4167,,,,,,
29.4333,,,,,,
29.45,,,,,,
29.4667,,,,,,
29.4833,,51157.1,,,,
29.5,,,,,,
29.5167,,,,,,
29.5333,,,,,,
29.55,,,,,,
29.5667,,,,,,
29.5833,,,,,,
29.6,,,,,,
29.6167,,,,,,
29.6333,,,,,,
29.65,,,,,,
29.6667,,,,,,
29.6833,,,,,,
29.7,,,,,,
29.7167,,,,,,
29.7333,,,,,,
29.75,25777,,,,,
29.7667,,,,,,
29.7833,,,,,,
29.8,,,,,,
29.8167,,,,,,
29.8333,,,,,,
29.85,,,,,,
29.8667,,,,,,
29.8833,,,,,,
29.9,,,,,,
29.9167,,,,,,
29.9333,,,,,,
29.95,,,,,,
29.9667,,,,,,
29.9833,,,,,,
30,,,,,,
30.0167,,,,,,
30.0333,,,,,,
30.05,,,,,,
30.0667,,,,,,
30.0833,,,,,,
30.1,,,,,,
30.1167,,,,,,
30.1333,,,,,,
30.15,,,,,,
30.1667,,,,,,
30.1833,,,,,,
30.2,,,,,,
30.2167,,,,,,
30.2333,,,,,,
30.25,,,,,,
30.2667,,,,,,
30.2833,,,,,,
30.3,,,,,,
30.3167,,,,,,
30.3333,,,,,,
30.35,,,,,,
30.3667,,,,,,
30.3833,,,,,,
30.4,,,,,,
30.4167,,,,,,
30.4333,,,,,,
30.45,,,,,,
30.4667,,,,,,
30.4833,,,,,,
30.5,,46016.7,,,,
30.5167,,,,,,
30.5333,,,,,,
30.55,,,,,,
30.5667,,,,,,
30.5833,,,,,,
30.6,,,,,,
30.6167,,,,,,
30.6333,,,,,,
30.65,,,,,,
30.6667,,,,,,
30.6833,,,,,,
30.7,,,,,,
30.7167,29307.6,,,,,
30.7333,,,,,,
30.75,,,,,,
30.7667,,,,,,
30.7833,,,,,,
30.8,,,,,,
30.8167,,,,,,
30.8333,,,,,,
30.85,,,,,,
30.8667,,,,,,
30.8833,,,,,,
30.9,,,,,,
30.9167,,,,,,
30.9333,,,,,,
30.95,,,,,,
30.9667,,,,,,
30.9833,,,,,,
31,,,,,,
31.0167,,,,,,
31.0333,,,,,,
31.05,,,,,,
31.0667,,,,,,
31.0833,,,,,,
31.1,,,,,,
31.1167,,,,,,
31.1333,,,,,,
31.15,,,,,,
31.1667,,,,,,
31.1833,,,,,,
31.2,,,,,,
31.2167,,,,,,
31.2333,,,,,,
31.25,,,,,,
31.2667,,,,,,
31.2833,,,,,,
31.3,,,,,,
31.3167,,,,,,
31.3333,,,,,,
31.35,,,,,,
31.3667,,,,,,
31.3833,,,,,,
31.4,,,,,,
31.4167,,,,,,
31.4333,,,,,,
31.45,,,,,,
31.4667,,,,,,
31.4833,,,,,,
31.5,,,,,,
31.5167,,48528.7,,,,
31.5333,,,,,,
31.55,,,,,,
31.5667,,,,,,
31.5833,,,,,,
31.6,,,,,,
31.6167,,,,,,
31.6333,,,,,,
31.65,,,,,,
31.6667,,,,,,
31.6833,25777,,,,,
31.7,,,,,,
31.7167,,,,,,
31.7333,,,,,,
31.75,,,,,,
31.7667,,,,,,
31.7833,,,,,,
31.8,,,,,,
31.8167,,,,,,
31.8333,,,,,,
31.85,,,,,,
31.8667,,,,,,
31.8833,,,,,,
31.9,,,,,,
31.9167,,,,,,
31.9333,,,,,,
31.95,,,,,,
31.9667,,,,,,
31.9833,,,,,,
32,,,,,,
32.0167,,,,,,
32.0333,,,,,,
32.05,,,,,,
32.0667,,,,,,
32.0833,,,,,,
32.1,,,,,,
32.1167,,,,,,
32.1333,,,,,,
32.15,,,,,,
32.1667,,,,,,
32.1833,,,,,,
32.2,,,,,,
32.2167,,,,,,
32.2333,,,,,,
32.25,,,,,,
32.2667,,,,,,
32.2833,,,,,,
32.3,,,,,,
32.3167,,,,,,
32.3333,,,,,,
32.35,,,,,,
32.3667,,,,,,
32.3833,,,,,,
32.4,,,,,,
32.4167,,,,,,
32.4333,,,,,,
32.45,,,,,,
32.4667,,,,,,
32.4833,,,,,,
32.5,,,,,,
32.5167,,,,,,
32.5333,,47855.1,,,,
32.55,,,,,,
32.5667,,,,,,
32.5833,,,,,,
32.6,,,,,,
32.6167,,,,,,
32.6333,26920.8,,,,,
32.65,,,,,,
32.6667,,,,,,
32.6833,,,,,,
32.7,,,,,,
32.7167,,,,,,
32.7333,,,,,,
32.75,,,,,,
32.7667,,,,,,
32.7833,,,,,,
32.8,,,,,,
32.8167,,,,,,
32.8333,,,,,,
32.85,,,,,,
32.8667,,,,,,
32.8833,,,,,,
32.9,,,,,,
32.9167,,,,,,
32.9333,,,,,,
32.95,,,,,,
32.9667,,,,,,
32.9833,,,,,,
33,,,,,,
33.0167,,,,,,
33.0333,,,,,,
33.05,,,,,,
33.0667,,,,,,
33.0833,,,,,,
33.1,,,,,,
33.1167,,,,,,
33.1333,,,,,,
33.15,,,,,,
33.1667,,,,,,
33.1833,,,,,,
33.2,,,,,,
33.2167,,,,,,
33.2333,,,,,,
33.25,,,,,,
33.2667,,,,,,
33.2833,,,,,,
33.3,,,,,,
33.3167,,,,,,
33.3333,,,,,,
33.35,,,,,,
33.3667,,,,,,
33.3833,,,,,,
33.4,,,,,,
33.4167,,,,,,
33.4333,,,,,,
33.45,,,,,,
33.4667,,,,,,
33.4833,,,,,,
33.5,,,,,,
33.5167,,,,,,
33.5333,,,,,,
33.55,,53499.4,,,,
33.5667,,,,,,
33.5833,,,,,,
33.6,28426.8,,,,,
33.6167,,,,,,
33.6333,,,,,,
33.65,,,,,,
33.6667,,,,,,
33.6833,,,,,,
33.7,,,,,,
33.7167,,,,,,
33.7333,,,,,,
33.75,,,,,,
33.7667,,,,,,
33.7833,,,,,,
33.8,,,,,,
33.8167,,,,,,
33.8333,,,,,,
33.85,,,,,,
33.8667,,,,,,
33.8833,,,,,,
33.9,,,,,,
33.9167,,,,,,
33.9333,,,,,,
33.95,,,,,,
33.9667,,,,,,
33.9833,,,,,,
34,,,,,,
34.0167,,,,,,
34.0333,,,,,,
34.05,,,,,,
34.0667,,,,,,
34.0833,,,,,,
34.1,,,,,,
34.1167,,,,,,
34.1333,,,,,,
34.15,,,,,,
34.1667,,,,,,
34.1833,,,,,,
34.2,,,,,,
34.2167,,,,,,
34.2333,,,,,,
34.25,,,,,,
34.2667,,,,,,
34.2833,,,,,,
34.3,,,,,,
34.3167,,,,,,
34.3333,,,,,,
34.35,,,,,,
34.3667,,,,,,
34.3833,,,,,,
34.4,,,,,,
34.4167,,,,,,
34.4333,,,,,,
34.45,,,,,,
34.4667,,,,,,
34.4833,,,,,,
34.5,,,,,,
34.5167,,,,,,
34.5333,,,,,,
34.55,29307.6,,,,,
34.5667,,54066.1,,,,
34.5833,,,,,,
34.6,,,,,,
34.6167,,,,,,
34.6333,,,,,,
34.65,,,,,,
34.6667,,,,,,
34.6833,,,,,,
34.7,,,,,,
34.7167,,,,,,
34.7333,,,,,,
34.75,,,,,,
34.7667,,,,,,
34.7833,,,,,,
34.8,,,,,,
34.8167,,,,,,
34.8333,,,,,,
34.85,,,,,,
34.8667,,,,,,
34.8833,,,,,,
34.9,,,,,,
34.9167,,,,,,
34.9333,,,,,,
34.95,,,,,,
34.9667,,,,,,
34.9833,,,,,,
35,,,,,,
35.0167,,,,,,
35.0333,,,,,,
35.05,,,,,,
35.0667,,,,,,
35.0833,,,,,,
35.1,,,,,,
35.1167,,,,,,
35.1333,,,,,,
35.15,,,,,,
35.1667,,,,,,
35.1833,,,,,,
35.2,,,,,,
35.2167,,,,,,
35.2333,,,,,,
35.25,,,,,,
35.2667,,,,,,
35.2833,,,,,,
35.3,,,,,,
35.3167,,,,,,
35.3333,,,,,,
35.35,,,,,,
35.3667,,,,,,
35.3833,,,,,,
35.4,,,,,,
35.4167,,,,,,
35.4333,,,,,,
35.45,,,,,,
35.4667,,,,,,
35.4833,,,,,,
35.5,,,,,,
35.5167,25157.6,,,,,
35.5333,,,,,,
35.55,,,,,,
35.5667,,,,,,
35.5833,,49810.9,,,,
35.6,,,,,,
35.6167,,,,,,
35.6333,,,,,,
35.65,,,,,,
35.6667,,,,,,
35.6833,,,,,,
35.7,,,,,,
35.7167,,,,,,
35.7333,,,,,,
35.75,,,,,,
35.7667,,,,,,
35.7833,,,,,,
35.8,,,,,,
35.8167,,,,,,
35.8333,,,,,,
35.85,,,,,,
35.8667,,,,,,
35.8833,,,,,,
35.9,,,,,,
35.9167,,,,,,
35.9333,,,,,,
35.95,,,,,,
35.9667,,,,,,
35.9833,,,,,,
36,,,,,,
36.0167,,,,,,
36.0333,,,,,,
36.05,,,,,,
36.0667,,,,,,
36.0833,,,,,,
36.1,,,,,,
36.1167,,,,,,
36.1333,,,,,,
36.15,,,,,,
36.1667,,,,,,
36.1833,,,,,,
36.2,,,,,,
36.2167,,,,,,
36.2333,,,,,,
36.25,,,,,,
36.2667,,,,,,
36.2833,,,,,,
36.3,,,,,,
36.3167,,,,,,
36.3333,,,,,,
36.35,,,,,,
36.3667,,,,,,
36.3833,,,,,,
36.4,,,,,,
36.4167,,,,,,
36.4333,,,,,,
36.45,,,,,,
36.4667,,,,,,
36.4833,27449.1,,,,,
36.5,,,,,,
36.5167,,,,,,
36.5333,,,,,,
36.55,,,,,,
36.5667,,,,,,
36.5833,,,,,,
36.6,,52229,,,,
36.6167,,,,,,
36.6333,,,,,,
36.65,,,,,,
36.6667,,,,,,
36.6833,,,,,,
36.7,,,,,,
36.7167,,,,,,
36.7333,,,,,,
36.75,,,,,,
36.7667,,,,,,
36.7833,,,,,,
36.8,,,,,,
36.8167,,,,,,
36.8333,,,,,,
36.85,,,,,,
36.8667,,,,,,
36.8833,,,,,,
36.9,,,,,,
36.9167,,,,,,
36.9333,,,,,,
36.95,,,,,,
36.9667,,,,,,
36.9833,,,,,,
37,,,,,,
37.0167,,,,,,
37.0333,,,,,,
37.05,,,,,,
37.0667,,,,,,
37.0833,,,,,,
37.1,,,,,,
37.1167,,,,,,
37.1333,,,,,,
37.15,,,,,,
37.1667,,,,,,
37.1833,,,,,,
37.2,,,,,,
37.2167,,,,,,
37.2333,,,,,,
37.25,,,,,,
37.2667,,,,,,
37.2833,,,,,,
37.3,,,,,,
37.3167,,,,,,
37.3333,,,,,,
37.35,,,,,,
37.3667,,,,,,
37.3833,,,,,,
37.4,,,,,,
37.4167,,,,,,
37.4333,29307.6,,,,,
37.45,,,,,,
37.4667,,,,,,
37.4833,,,,,,
37.5,,,,,,
37.5167,,,,,,
37.5333,,,,,,
37.55,,,,,,
37.5667,,,,,,
37.5833,,,,,,
37.6,,,,,,
37.6167,,46074.3,,,,
37.6333,,,,,,
37.65,,,,,,
37.6667,,,,,,
37.6833,,,,,,
37.7,,,,,,
37.7167,,,,,,
37.7333,,,,,,
37.75,,,,,,
37.7667,,,,,,
37.7833,,,,,,
37.8,,,,,,
37.8167,,,,,,
37.8333,,,,,,
37.85,,,,,,
37.8667,,,,,,
37.8833,,,,,,
37.9,,,,,,
37.9167,,,,,,
37.9333,,,,,,
37.95,,,,,,
37.9667,,,,,,
37.9833,,,,,,
38,,,,,,
38.0167,,,,,,
38.0333,,,,,,
38.05,,,,,,
38.0667,,,,,,
38.0833,,,,,,
38.1,,,,,,
38.1167,,,,,,
38.1333,,,,,,
38.15,,,,,,
38.1667,,,,,,
38.1833,,,,,,
38.2,,,,,,
38.2167,,,,,,
38.2333,,,,,,
38.25,,,,,,
38.2667,,,,,,
38.2833,,,,,,
38.3,,,,,,
38.3167,,,,,,
38.3333,,,,,,
38.35,,,,,,
38.3667,,,,,,
38.3833,,,,,,
38.4,27449.1,,,,,
38.4167,,,,,,
38.4333,,,,,,
38.45,,,,,,
38.4667,,,,,,
38.4833,,,,,,
38.5,,,,,,
38.5167,,,,,,
38.5333,,,,,,
38.55,,,,,,
38.5667,,,,,,
38.5833,,,,,,
38.6,,,,,,
38.6167,,,,,,
38.6333,,46173.5,,,,
38.65,,,,,,
38.6667,,,,,,
38.6833,,,,,,
38.7,,,,,,
38.7167,,,,,,
38.7333,,,,,,
38.75,,,,,,
38.7667,,,,,,
38.7833,,,,,,
38.8,,,,,,
38.8167,,,,,,
38.8333,,,,,,
38.85,,,,,,
38.8667,,,,,,
38.8833,,,,,,
38.9,,,,,,
38.9167,,,,,,
38.9333,,,,,,
38.95,,,,,,
38.9667,,,,,,
38.9833,,,,,,
39,,,,,,
39.0167,,,,,,
39.0333,,,,,,
39.05,,,,,,
39.0667,,,,,,
39.0833,,,,,,
39.1,,,,,,
39.1167,,,,,,
39.1333,,,,,,
39.15,,,,,,
39.1667,,,,,,
39.1833,,,,,,
39.2,,,,,,
39.2167,,,,,,
39.2333,,,,,,
39.25,,,,,,
39.2667,,,,,,
39.2833,,,,,,
39.3,,,,,,
39.3167,,,,,,
39.3333,,,,,,
39.35,24503.3,,,,,
39.3667,,,,,,
39.3833,,,,,,
39.4,,,,,,
39.4167,,,,,,
39.4333,,,,,,
39.45,,,,,,
39.4667,,,,,,
39.4833,,,,,,
39.5,,,,,,
39.5167,,,,,,
39.5333,,,,,,
39.55,,,,,,
39.5667,,,,,,
39.5833,,,,,,
39.6,,,,,,
39.6167,,,,,,
39.6333,,,,,,
39.65,,43302.7,,,,
39.6667,,,,,,
39.6833,,,,,,
39.7,,,,,,
39.7167,,,,,,
39.7333,,,,,,
39.75,,,,,,
39.7667,,,,,,
39.7833,,,,,,
39.8,,,,,,
39.8167,,,,,,
39.8333,,,,,,
39.85,,,,,,
39.8667,,,,,,
39.8833,,,,,,
39.9,,,,,,
39.9167,,,,,,
39.9333,,,,,,
39.95,,,,,,
39.9667,,,,,,
39.9833,,,,,,
40,,,,,,
40.0167,,,,,,
40.0333,,,,,,
40.05,,,,,,
40.0667,,,,,,
40.0833,,,,,,
40.1,,,,,,
40.1167,,,,,,
40.1333,,,,,,
40.15,,,,,,
40.1667,,,,,,
40.1833,,,,,,
40.2,,,,,,
40.2167,,,,,,
40.2333,,,,,,
40.25,,,,,,
40.2667,,,,,,
40.2833,,,,,,
40.3,,,,,,
40.3167,25157.6,,,,,
40.3333,,,,,,
40.35,,,,,,
40.3667,,,,,,
40.3833,,,,,,
40.4,,,,,,
40.4167,,,,,,
40.4333,,,,,,
40.45,,,,,,
40.4667,,,,,,
40.4833,,,,,,
40.5,,,,,,
40.5167,,,,,,
40.5333,,,,,,
40.55,,,,,,
40.5667,,,,,,
40.5833,,,,,,
40.6,,,,,,
40.6167,,,,,,
40.6333,,,,,,
40.65,,,,,,
40.6667,,44532.4,,,,
40.6833,,,,,,
40.7,,,,,,
40.7167,,,,,,
40.7333,,,,,,
40.75,,,,,,
40.7667,,,,,,
40.7833,,,,,,
40.8,,,,,,
40.8167,,,,,,
40.8333,,,,,,
40.85,,,,,,
40.8667,,,,,,
40.8833,,,,,,
40.9,,,,,,
40.9167,,,,,,
40.9333,,,,,,
40.95,,,,,,
40.9667,,,,,,
40.9833,,,,,,
41,,,,,,
41.0167,,,,,,
41.0333,,,,,,
41.05,,,,,,
41.0667,,,,,,
41.0833,,,,,,
41.1,,,,,,
41.1167,,,,,,
41.1333,,,,,,
41.15,,,,,,
41.1667,,,,,,
41.1833,,,,,,
41.2,,,,,,
41.2167,,,,,,
41.2333,,,,,,
41.25,,,,,,
41.2667,28878.7,,,,,
41.2833,,,,,,
41.3,,,,,,
41.3167,,,,,,
41.3333,,,,,,
41.35,,,,,,
41.3667,,,,,,
41.3833,,,,,,
41.4,,,,,,
41.4167,,,,,,
41.4333,,,,,,
41.45,,,,,,
41.4667,,,,,,
41.4833,,,,,,
41.5,,,,,,
41.5167,,,,,,
41.5333,,,,,,
41.55,,,,,,
41.5667,,,,,,
41.5833,,,,,,
41.6,,,,,,
41.6167,,,,,,
41.6333,,,,,,
41.65,,,,,,
41.6667,,,,,,
41.6833,,44293.6,,,,
41.7,,,,,,
41.7167,,,,,,
41.7333,,,,,,
41.75,,,,,,
41.7667,,,,,,
41.7833,,,,,,
41.8,,,,,,
41.8167,,,,,,
41.8333,,,,,,
41.85,,,,,,
41.8667,,,,,,
41.8833,,,,,,
41.9,,,,,,
41.9167,,,,,,
41.9333,,,,,,
41.95,,,,,,
41.9667,,,,,,
41.9833,,,,,,
42,,,,,,
42.0167,,,,,,
42.0333,,,,,,
42.05,,,,,,
42.0667,,,,,,
42.0833,,,,,,
42.1,,,,,,
42.1167,,,,,,
42.1333,,,,,,
42.15,,,,,,
42.1667,,,,,,
42.1833,,,,,,
42.2,,,,,,
42.2167,,,,,,
42.2333,28878.7,,,,,
42.25,,,,,,
42.2667,,,,,,
42.2833,,,,,,
42.3,,,,,,
42.3167,,,,,,
42.3333,,,,,,
42.35,,,,,,
42.3667,,,,,,
42.3833,,,,,,
42.4,,,,,,
42.4167,,,,,,
42.4333,,,,,,
42.45,,,,,,
42.4667,,,,,,
42.4833,,,,,,
42.5,,,,,,
42.5167,,,,,,
42.5333,,,,,,
42.55,,,,,,
42.5667,,,,,,
42.5833,,,,,,
42.6,,,,,,
42.6167,,,,,,
42.6333,,,,,,
42.65,,,,,,
42.6667,,,,,,
42.6833,,,,,,
42.7,,41305.4,,,,
42.7167,,,,,,
42.7333,,,,,,
42.75,,,,,,
42.7667,,,,,,
42.7833,,,,,,
42.8,,,,,,
42.8167,,,,,,
42.8333,,,,,,
42.85,,,,,,
42.8667,,,,,,
42.8833,,,,,,
42.9,,,,,,
42.9167,,,,,,
42.9333,,,,,,
42.95,,,,,,
42.9667,,,,,,
42.9833,,,,,,
43,,,,,,
43.0167,,,,,,
43.0333,,,,,,
43.05,,,,,,
43.0667,,,,,,
43.0833,,,,,,
43.1,,,,,,
43.1167,,,,,,
43.1333,,,,,,
43.15,,,,,,
43.1667,,,,,,
43.1833,,,,,,
43.2,25777,,,,,
43.2167,,,,,,
43.2333,,,,,,
